CheeseId,CheeseNameEn,CheeseNameFr,ManufacturerNameEn,ManufacturerNameFr,ManufacturerProvCode,ManufacturingTypeEn,ManufacturingTypeFr,WebSiteEn,WebSiteFr,FatContentPercent,MoisturePercent,ParticularitiesEn,ParticularitiesFr,FlavourEn,FlavourFr,CharacteristicsEn,CharacteristicsFr,RipeningEn,RipeningFr,Organic,CategoryTypeEn,CategoryTypeFr,MilkTypeEn,MilkTypeFr,MilkTreatmentTypeEn,MilkTreatmentTypeFr,RindTypeEn,RindTypeFr,LastUpdateDate
1353,,Camembert Provençal,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,22,56,,,"Milk, hazelnut and mushroom flavor","Saveur de lait, de noisettes et de champignons",Lactic cheese,Pâte lactique,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1354,,Vaudreuil 50/50 mixte,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,22,56,,,Mild flavour,Douce saveur de fromage de chèvre et de vache,"Bloomy rind, lactic cheese","Croûte fleurie, pâte lactique",,,0,Soft Cheese,Pâte molle,Cow and Goat,Vache et chèvre,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1355,,Brie double crème Provençal,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,28,50,Double cream,Double crème,Rather neutral with a mushroom aroma,"Plutôt neutre, arôme de champignons",,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1356,,Camembert Gourmet,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,22,56,,,"Milk, hazelnut and mushroom flavor","Saveur de lait, de noisettes et de champignons",Lactic cheese,Pâte lactique,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1357,,Brie Normandie double crème,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,28,50,"Awarded first place (gold) at the 2009 American Cheese Society Judging and Competition in Austin, TX.","A remporté la première place (or) à l'édition 2009 de la American Cheese Society Judging and Competition à Austin, TX.",Mostly neutral and mushroom aroma,Saveur plutôt neutre et arôme de champignons,Stabilized,Pâte stabilisée,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1358,,Providence d'Oka (La),Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,28,50,,,"Fruity notes enlivened by flavours of cream, butter and a hint of whey","Notes fruitées agrémentées de crème, de beurre et d'une fine touche de petit lait",,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1359,,Camembert Notre-Dame,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,,,,,"Milk, hazelnut and mushrooms","Lait, noisettes et champignons","Not pressed nor cooked cheese, surface ripened with a bloomy rind","Pâte non pressée, non cuite, affinée en surface, croûte fleurie",,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1360,,Camembert Vaudreuil,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,22,56,,,"Milk, hazelnut and mushroom flavor","Saveur de lait, de noisettes et de champignons",Lactic cheese,Pâte lactique,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1362,Gouda Anco,Gouda Anco,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,37,37,,,"Mild, almond and cream hints","Douce, notes d'amandes et de crème","Pressed and uncooked cheese, interior ripened","Pâte pressée, non cuite, affinée dans la masse",Less than 1 Month,moins de 1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1363,,Saint-Paulin Anco,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,25,50,"Winner of the Canadian Cheese Grand Prix, semi-soft cheese category","Gagnant du Grand Prix des Fromages Canadiens en 2004, catégorie pâte demi-ferme",Mild and delicate flavours with fairly pronounced buttery taste,Douce et délicate avec un goût de beurre assez accentué,"Pressed rind, interior-ripened","Pâte pressée, affiné dans la masse",Less than 1 Month,moins de 1 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1364,,Brie Notre-Dame,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,23,54,,,"Sharp, flavours of cream and mushrooms","Marquée, saveur de crème et de champignons",Lactic cheese,Pâte lactique,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1365,,Brie Chevalier,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,27.6,54,"Awarded second place (silver) at the 2009 American Cheese Society Judging and Competition in Austin, TX.","A remporté la seconde place (argent) à l'édition 2009 de la American Cheese Society Judging and Competition à Austin, TX.","Velvety (varieties available: plain, herb, pepper)","Veloutée (variétés disponibles : nature, fines herbes, poivre)",,,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1366,,Brie Chevalier triple crème,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,42,45,Triple cream,Triple crème,Mild and rich,Douce et riche,,,,,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1367,,Brie L'Extra,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,23,54,,,Rather pronounced milk and hazelnut flavors,Saveur plutôt prononcée de lait et de noisettes,Stabilized,Pâte stabilisée,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1368,,Camembert L'Extra,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,22,56,,,"Milk, hazelnut and mushroom flavor","Saveur de lait, de noisettes et de champignons",,,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1369,Brie Vaudreuil,Brie Vaudreuil,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,24,52,,,"Mild, hint of cream and mushrooms","Douce, notes de crème et de champignons",,,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1370,,Brie Vaudreuil Double Crème,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,33,50,Enriched cream,Enrichi de crème,"Milky, hazelnut, slightly richer than the simple cream","Lait, noisette, légèrement plus riche que le simple crème",,,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1371,,Havarti Danesborg,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,32,45,Offered in 11 flavors,Offert en 11 saveurs,Hazelnut flavor becoming more pronounced with age,Saveur de noisettes devenant plus prononcée avec le temps,,,Less than 1 Month,moins de 1 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1372,Mozzarella (Prestigio),Mozzarella (Prestigio),Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,17,52,Made from partially skimmed milk,Fabriqué à partir de lait partiellement écrémé,Mild,Douce,,,Unripened,non-affiné,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1373,,Suisse Grubec,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,27,40,Lactose free,Sans lactose,Mild,Douce,,,Less than 1 Month,moins de 1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1374,,Suisse Grubec léger,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,17,49,Lactose free,Sans lactose,Mild,Douce,,,Less than 1 Month,moins de 1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1375,,Raclette d'Oka,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,28,42,,,"Sharp, pungent","Marquée, piquante",,,Less than 1 Month,moins de 1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1376,Oka,Oka,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,28,47,"Awarded third place (bronze) at the 2009 American Cheese Society Judging and Competition in Austin, TX.","A remporté la troisième place (bronze) à l'édition 2009 de la American Cheese Society Judging and Competition à Austin, TX.","Sharp, nutty and fruity","Marquée, saveur de noix et de fruits","Pressed, surface ripened","Pâte pressée, affinée en surface",2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1377,,Oka Classique,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,30,45,,,"Sharp and fruity, hazelnutty","Marquée et fruitée, de noisettes","Pressed, surface-ripened","Pâte pressée, affinée en surface",2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
1378,,Oka léger,Agropur,Agropur,QC,Industrial,Industrielle,http://http://agropur.com/en/,http://http://agropur.com,19,50,Made from partially skimmed milk,Fabriqué à partir du lait partiellement écrémé,"Sharp and fruity, hazelnut flavour","Marquée et fruitée, de noisettes",,,2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1379,,Gouda extra doux (Bergeron),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,30,42,,,Light taste,Goût léger,,,1 month,1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1380,,Gouda de Saint-Antoine,,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,29,42,Original and hybrid recipe,Recette originale et hybride,,,,,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1381,,Calumet (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,29,42,,,"Smoky, comes in 2 flavours","Fumée, disponible en 2 saveurs",Gouda-type cheese,Fromage de type Gouda,2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1382,,Brin de gouda,,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,43,,,"Fresh milky, creamy taste, very mild","Goût frais de lait et de crème, très doux",,,Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1383,,Coureur des bois (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,43,Classic gouda seasoned with cumin seed,Gouda classique assaisonné de graines de cumin,"Sharp, distinct flavour of Indian spices","Prononcée, saveur caractéristique d'épices indiennes","Pressed and not cooked cheese, interior ripened","Pâte pressée, non-cuite, affinée dans la masse",3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1384,,Fin Renard (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,43,1st place at The American Cheese Society Contest in 2008 in the cow's milk washed rind cheeses' category,1er prix au concours de l'American Cheese Society en 2008 dans la catégorie fromage de lait de vache à croûte lavée,Mild,Douce,"Pressed, uncooked, interior ripened, natural rind","Pâte pressée, non cuite, affinée dans la masse, croûte naturelle",2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1385,,Bergeron Classique,,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,43,Made according to the original Dutch recipe,Fabriqué selon la recette originiale hollandaise,"Mild, hazelnut flavour, slightly acidulous","Douce, noisetée et légèrement acidulée","Smooth with small holes, no rind",Pâte lisse sans croûte,3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1386,,Populaire (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,30,43,Gouda curds pressed into a block,Brins de Gouda pressé en bloc,Slightly acidulous taste,Légèrement acidulée,"Pressed, uncooked, interior-ripened cheese","Pâte pressée, non cuite, affinée dans la masse",Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1387,,Seigneur de Tilly (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,15,51,Light Gouda cheese,Fromage Gouda léger,Mild and slightly acidulous,Douce et légèrement acidulée,Interior ripened and covered with yellow wax,Pâte affinée dans la masse et recouvert de cire jaune,3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1388,,Lotbinière (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,42,"Wrapped in yellow, non-edible food wax. Lotbinière is recognizable by its shiny holes and strong aroma","Enrobé d'une cire jaune alimentaire, non-comestible.  Le Lotbinière est reconnaissable à ses trous lustrés et à son arôme franc",,,"Creation of the Bergeron cheese masters. Made of whole milk, and contains no dairy substances. Slightly firmer than regular Gouda","Création des maîtres fromagers Bergeron.  Fait de lait entier, et ne contient pas de substance laitière.  Pâte un peu plus ferme que le gouda régulier",3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1389,,P'tit Bonheur (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,43,"Covered in red, non-edible, wax.","Enrobé d'une cire rouge alimentaire, non comestible.","Nutty, mildly tangy flavour","Saveur noisettée, moyennement piquante",Smooth cheese with a few small holes,Pâte lisse avec quelques petits trous,9 Months,9 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1390,,Patte Blanche,,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,28,42,,,,,"Product wrapped in black, non-edible wax. When cut, the wedges are covered with thermoformed film","Pâte enrobée d'une cire noire non-comestible.  À la découpe, les pointes sont mises sous film thermoformé.",3 Months,3 mois,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Pasteurized,Pasteurisé,,,2016-02-03
1391,,Six Pourcent 6% (Le),,Fromagerie Bergeron,QC,Industrial,Industrielle,http://www.fromagesbergeron.com/home.php,http://www.fromagesbergeron.com,6,55,Light cheese,Fromage faible en gras,,,Popular 6% cheese called that because of its low fat content. Made from pasteurized partially skimmed milk. Smooth cheese with a few holes,Fromage populaire 6% est ainsi appelé à cause de sa faible teneur en matière grasse.  Fait de lait pasteurisé partiellement écrémé.  Pâte lisse avec quelques ouvertures.,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1392,,Monpellier (Le),,Biquetterie (La),QC,Artisan,Artisanale,,,15,65,,,Creamy and milky,Saveur de crème et de lait,White creamy cheese,Pâte blanche onctueuse,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1393,,Montebello (Le),,Biquetterie (La),QC,Artisan,Artisanale,,,25,50,,,Mild,Douce,"Creamy,",Pâte crémeuse,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1394,,Louis-Joseph Papineau,,Biquetterie (La),QC,Artisan,Artisanale,,,21,45,,,"Pronounced, well-developed, fruity with butter and hazelnut notes","Prononcée, bien développée et fruitée avec des notes de beurre et de noisette",,,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Raw Milk,Lait cru,No Rind,Sans croûte,2016-02-03
1395,,Petit Vinoy (Le),,Biquetterie (La),QC,Artisan,Artisanale,,,15,65,,,Mild and slightly acidulous. Various flavours,Douce et légèrement acidulée. Variétés de saveurs,Creamy,Pâte crémeuse,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1396,,Saint-Félix,,Biquetterie (La),QC,Artisan,Artisanale,,,21,50,,,"Mild, goat flavour, slightly acidulous","Douce, caprine et légèrement acidulée",,,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1397,,Clé des champs,,Ferme Mes Petits Caprices,QC,Farmstead,Fermière,,,20,60,,,Mild mushroom and nut taste,Doux au goût de champignons et de noisettes,,,2 Months,2 mois,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1398,,Capri' Cieux  (Le),,Ferme Mes Petits Caprices,QC,Farmstead,Fermière,,,14,69,,,"Mild and lactic availble in plain, garlic and herbs, chives, almond, five peppercorn, cajun and in flavoured olive oil","Douce et lactique disponible nature, ail et herbes, échalottes, amandes, cinq poivres, à la Cajun et dans l'huile d'olive aromatisée",Creamy,Pâte crémeuse,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1399,,Chèvratout,,Ferme Mes Petits Caprices,QC,Farmstead,Fermière,,,28,42,,,Mild to medium depending on the age,Doux à moyen selon la maturation,Interior-ripened,Pâte affinée dans la masse,,,0,Firm Cheese,Pâte ferme,Goat,Chèvre,Raw Milk,Lait cru,No Rind,Sans croûte,2016-02-03
1400,,Hilairemontais (Le),,Ferme Mes Petits Caprices,QC,Farmstead,Fermière,,,22,62,,,"Sharp, slight hazelnut hints","Marquée, subtiles notes de noisettes",Rind washed with cider,Pâte à croûte lavée au cidre,2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Thermised,Thermisé,Washed Rind,Croûte lavée,2016-02-03
1401,,Cheddar Riviera en grains,,Laiterie Chalifoux,QC,Industrial,Industrielle,,http://www.laiteriechalifoux.com,29,42,,,"Slightly salted, whey aftertaste","Légèrement salé, laisse un goût de petit-lait en bouche",Daily fresh,Frais du jour,Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
